dealership_name,website_url,contact_name,contact_title,contact_email,contact_phone,city,state,oem_brand,dealer_group,estimated_vehicles_sold,current_crm,current_dms,current_credit_provider,source,notes,confidence_score
Phone Number,,,,,,,DE,Subaru,,,,,,Browserbase_OEM_Subaru,"REP_FILL_IN: website_url, city, phone, contact_name, contact_title, contact_email, new_inventory_count, estimated_vehicles_sold | Confidence: low",40
(785) 610-5971,,,,,,,DE,Subaru,,,,,,Browserbase_OEM_Subaru,"REP_FILL_IN: website_url, city, contact_name, contact_title, contact_email, new_inventory_count, estimated_vehicles_sold | Confidence: low",40
Contact Phone Number (785) 610-5971 Fax Number,https://www.salinasubaru.com/service/appointment?sd_referrerpage=www.subaru%3Afind%3Aa-retailer&sd_referrercta=Schedule+Service,,,,,,DE,Subaru,,,,,,Browserbase_OEM_Subaru,"REP_FILL_IN: city, contact_name, contact_title, contact_email, new_inventory_count, estimated_vehicles_sold | Confidence: low",70
Phone Number (785) 610-5971 Fax Number,https://www.salinasubaru.com/service/appointment?sd_referrerpage=www.subaru%3Afind%3Aa-retailer&sd_referrercta=Schedule+Service,,,,,,DE,Subaru,,,,,,Browserbase_OEM_Subaru,"REP_FILL_IN: city, contact_name, contact_title, contact_email, new_inventory_count, estimated_vehicles_sold | Confidence: low",70
Phone Number (785) 610-5971,,,,,,,DE,Subaru,,,,,,Browserbase_OEM_Subaru,"REP_FILL_IN: website_url, city, contact_name, contact_title, contact_email, new_inventory_count, estimated_vehicles_sold | Confidence: low",40
2222 S Ninth St,,,,,,,MD,Subaru,,,,,,Browserbase_OEM_Subaru,"REP_FILL_IN: website_url, city, phone, contact_name, contact_title, contact_email, new_inventory_count, estimated_vehicles_sold | Confidence: low",40
89 Miles,,,,,,,MD,Subaru,,,,,,Browserbase_OEM_Subaru,"REP_FILL_IN: website_url, city, phone, contact_name, contact_title, contact_email, new_inventory_count, estimated_vehicles_sold | Confidence: low",40
Get Directions,https://www.google.com/maps?q=Salina+Subaru+67401&sd_referrerpage=www.subaru%3Afind%3Aa-retailer&sd_referrercta=Get+Directions,,,,,,MD,Subaru,,,,,,Browserbase_OEM_Subaru,"REP_FILL_IN: city, phone, contact_name, contact_title, contact_email, new_inventory_count, estimated_vehicles_sold | Confidence: low",65
View Inventory,https://www.salinasubaru.com/new-inventory/index?sd_referrerpage=www.subaru%3Afind%3Aa-retailer&sd_referrercta=View+Inventory,,,,,,MD,Subaru,,,,,,Browserbase_OEM_Subaru,"REP_FILL_IN: city, phone, contact_name, contact_title, contact_email, new_inventory_count, estimated_vehicles_sold | Confidence: low",70
Visit Website,https://www.salinasubaru.com/?sd_referrerpage=www.subaru%3Afind%3Aa-retailer&sd_referrercta=Visit+Website,,,,,,MD,Subaru,,,,,,Browserbase_OEM_Subaru,"REP_FILL_IN: city, phone, contact_name, contact_title, contact_email, new_inventory_count, estimated_vehicles_sold | Confidence: low",70
Contact and Services,https://www.salinasubaru.com/service/appointment?sd_referrerpage=www.subaru%3Afind%3Aa-retailer&sd_referrercta=Schedule+Service,,,,,,MD,Subaru,,,,,,Browserbase_OEM_Subaru,"REP_FILL_IN: city, phone, contact_name, contact_title, contact_email, new_inventory_count, estimated_vehicles_sold | Confidence: low",70
Contact Phone Number (785) 610-2253 Fax Number,https://www.salinasubaru.com/service/appointment?sd_referrerpage=www.subaru%3Afind%3Aa-retailer&sd_referrercta=Schedule+Service,,,,,,MD,Subaru,,,,,,Browserbase_OEM_Subaru,"REP_FILL_IN: city, contact_name, contact_title, contact_email, new_inventory_count, estimated_vehicles_sold | Confidence: low",70
Contact,,,,,,,MD,Subaru,,,,,,Browserbase_OEM_Subaru,"REP_FILL_IN: website_url, city, phone, contact_name, contact_title, contact_email, new_inventory_count, estimated_vehicles_sold | Confidence: low",40
Phone Number (785) 610-2253 Fax Number,https://www.salinasubaru.com/service/appointment?sd_referrerpage=www.subaru%3Afind%3Aa-retailer&sd_referrercta=Schedule+Service,,,,,,MD,Subaru,,,,,,Browserbase_OEM_Subaru,"REP_FILL_IN: city, contact_name, contact_title, contact_email, new_inventory_count, estimated_vehicles_sold | Confidence: low",70
Phone Number (785) 610-2253,,,,,,,MD,Subaru,,,,,,Browserbase_OEM_Subaru,"REP_FILL_IN: website_url, city, contact_name, contact_title, contact_email, new_inventory_count, estimated_vehicles_sold | Confidence: low",40
Phone Number,,,,,,,MD,Subaru,,,,,,Browserbase_OEM_Subaru,"REP_FILL_IN: website_url, city, phone, contact_name, contact_title, contact_email, new_inventory_count, estimated_vehicles_sold | Confidence: low",40
(785) 610-2253,,,,,,,MD,Subaru,,,,,,Browserbase_OEM_Subaru,"REP_FILL_IN: website_url, city, contact_name, contact_title, contact_email, new_inventory_count, estimated_vehicles_sold | Confidence: low",40
87 Miles,,,,,,,MD,Subaru,,,,,,Browserbase_OEM_Subaru,"REP_FILL_IN: website_url, city, phone, contact_name, contact_title, contact_email, new_inventory_count, estimated_vehicles_sold | Confidence: low",40
2222 S Ninth St,,,,,,,PA,Subaru,,,,,,Browserbase_OEM_Subaru,"REP_FILL_IN: website_url, city, phone, contact_name, contact_title, contact_email, new_inventory_count, estimated_vehicles_sold | Confidence: low",40
89 Miles,,,,,,,PA,Subaru,,,,,,Browserbase_OEM_Subaru,"REP_FILL_IN: website_url, city, phone, contact_name, contact_title, contact_email, new_inventory_count, estimated_vehicles_sold | Confidence: low",40
Get Directions,https://www.google.com/maps?q=Salina Subaru 67401,,,,,,PA,Subaru,,,,,,Browserbase_OEM_Subaru,"REP_FILL_IN: city, phone, contact_name, contact_title, contact_email, new_inventory_count, estimated_vehicles_sold | Confidence: low",65
View Inventory,https://www.salinasubaru.com/new-inventory/index,,,,,,PA,Subaru,,,,,,Browserbase_OEM_Subaru,"REP_FILL_IN: city, phone, contact_name, contact_title, contact_email, new_inventory_count, estimated_vehicles_sold | Confidence: low",70
Visit Website,https://www.salinasubaru.com,,,,,,PA,Subaru,,,,,,Browserbase_OEM_Subaru,"REP_FILL_IN: city, phone, contact_name, contact_title, contact_email, new_inventory_count, estimated_vehicles_sold | Confidence: low",70
Contact and Services,https://www.salinasubaru.com/service/appointment,,,,,,PA,Subaru,,,,,,Browserbase_OEM_Subaru,"REP_FILL_IN: city, phone, contact_name, contact_title, contact_email, new_inventory_count, estimated_vehicles_sold | Confidence: low",70
Contact Phone Number (785) 827-4451 Fax Number,https://www.salinasubaru.com/service/appointment,,,,,,PA,Subaru,,,,,,Browserbase_OEM_Subaru,"REP_FILL_IN: city, contact_name, contact_title, contact_email, new_inventory_count, estimated_vehicles_sold | Confidence: low",70
Contact,,,,,,,PA,Subaru,,,,,,Browserbase_OEM_Subaru,"REP_FILL_IN: website_url, city, phone, contact_name, contact_title, contact_email, new_inventory_count, estimated_vehicles_sold | Confidence: low",40
Phone Number (785) 827-4451 Fax Number,https://www.salinasubaru.com/service/appointment,,,,,,PA,Subaru,,,,,,Browserbase_OEM_Subaru,"REP_FILL_IN: city, contact_name, contact_title, contact_email, new_inventory_count, estimated_vehicles_sold | Confidence: low",70
Phone Number (785) 827-4451,,,,,,,PA,Subaru,,,,,,Browserbase_OEM_Subaru,"REP_FILL_IN: website_url, city, contact_name, contact_title, contact_email, new_inventory_count, estimated_vehicles_sold | Confidence: low",40
Phone Number,,,,,,,PA,Subaru,,,,,,Browserbase_OEM_Subaru,"REP_FILL_IN: website_url, city, phone, contact_name, contact_title, contact_email, new_inventory_count, estimated_vehicles_sold | Confidence: low",40
(785) 827-4451,,,,,,,PA,Subaru,,,,,,Browserbase_OEM_Subaru,"REP_FILL_IN: website_url, city, contact_name, contact_title, contact_email, new_inventory_count, estimated_vehicles_sold | Confidence: low",40
Contact Phone Number (785) 940-5655 Fax Number,https://www.salinasubaru.com/service/appointment?sd_referrerpage=www.subaru%3Afind%3Aa-retailer&sd_referrercta=Schedule+Service,,,,,,PA,Subaru,,,,,,Browserbase_OEM_Subaru,"REP_FILL_IN: city, contact_name, contact_title, contact_email, new_inventory_count, estimated_vehicles_sold | Confidence: low",70
Phone Number (785) 940-5655 Fax Number,https://www.salinasubaru.com/service/appointment?sd_referrerpage=www.subaru%3Afind%3Aa-retailer&sd_referrercta=Schedule+Service,,,,,,PA,Subaru,,,,,,Browserbase_OEM_Subaru,"REP_FILL_IN: city, contact_name, contact_title, contact_email, new_inventory_count, estimated_vehicles_sold | Confidence: low",70
Phone Number (785) 940-5655,,,,,,,PA,Subaru,,,,,,Browserbase_OEM_Subaru,"REP_FILL_IN: website_url, city, contact_name, contact_title, contact_email, new_inventory_count, estimated_vehicles_sold | Confidence: low",40
(785) 940-5655,,,,,,,PA,Subaru,,,,,,Browserbase_OEM_Subaru,"REP_FILL_IN: website_url, city, contact_name, contact_title, contact_email, new_inventory_count, estimated_vehicles_sold | Confidence: low",40
8729 Kingston Pike,https://www.google.com/maps?q=Grayson+Subaru+37923&sd_referrerpage=www.subaru%3Afind%3Aa-retailer&sd_referrercta=Get+Directions,,,,,Knoxville,TN,Subaru,,,,,,Browserbase_OEM_Subaru,"REP_FILL_IN: phone, contact_name, contact_title, contact_email, new_inventory_count, estimated_vehicles_sold | Confidence: low",80
8729 Kingston Pike,,,,,,,VT,Subaru,,,,,,Browserbase_OEM_Subaru,"REP_FILL_IN: website_url, city, phone, contact_name, contact_title, contact_email, new_inventory_count, estimated_vehicles_sold | Confidence: low",40
"Knoxville, TN 37923",,,,,,Knoxville,TN,Subaru,,,,,,Browserbase_OEM_Subaru,"REP_FILL_IN: website_url, phone, contact_name, contact_title, contact_email, new_inventory_count, estimated_vehicles_sold | Confidence: low",55
10 Miles,,,,,,,VT,Subaru,,,,,,Browserbase_OEM_Subaru,"REP_FILL_IN: website_url, city, phone, contact_name, contact_title, contact_email, new_inventory_count, estimated_vehicles_sold | Confidence: low",40
Get Directions,https://www.google.com/maps?q=Grayson+Subaru+37923&sd_referrerpage=www.subaru%3Afind%3Aa-retailer&sd_referrercta=Get+Directions,,,,,,VT,Subaru,,,,,,Browserbase_OEM_Subaru,"REP_FILL_IN: city, phone, contact_name, contact_title, contact_email, new_inventory_count, estimated_vehicles_sold | Confidence: low",65
View Inventory,https://www.graysonsubaru.com/new-inventory/index?sd_referrerpage=www.subaru%3Afind%3Aa-retailer&sd_referrercta=View+Inventory,,,,,,VT,Subaru,,,,,,Browserbase_OEM_Subaru,"REP_FILL_IN: city, phone, contact_name, contact_title, contact_email, new_inventory_count, estimated_vehicles_sold | Confidence: low",70
Visit Website,https://www.graysonsubaru.com/?sd_referrerpage=www.subaru%3Afind%3Aa-retailer&sd_referrercta=Visit+Website,,,,,,VT,Subaru,,,,,,Browserbase_OEM_Subaru,"REP_FILL_IN: city, phone, contact_name, contact_title, contact_email, new_inventory_count, estimated_vehicles_sold | Confidence: low",70
Contact and Services,https://www.graysonsubaru.com/service/appointment?sd_referrerpage=www.subaru%3Afind%3Aa-retailer&sd_referrercta=Schedule+Service,,,,,,VT,Subaru,,,,,,Browserbase_OEM_Subaru,"REP_FILL_IN: city, phone, contact_name, contact_title, contact_email, new_inventory_count, estimated_vehicles_sold | Confidence: low",70
Contact Phone Number (865) 910-8516 Fax Number,https://www.graysonsubaru.com/service/appointment?sd_referrerpage=www.subaru%3Afind%3Aa-retailer&sd_referrercta=Schedule+Service,,,,,,VT,Subaru,,,,,,Browserbase_OEM_Subaru,"REP_FILL_IN: city, contact_name, contact_title, contact_email, new_inventory_count, estimated_vehicles_sold | Confidence: low",70
Contact,,,,,,,VT,Subaru,,,,,,Browserbase_OEM_Subaru,"REP_FILL_IN: website_url, city, phone, contact_name, contact_title, contact_email, new_inventory_count, estimated_vehicles_sold | Confidence: low",40
Phone Number (865) 910-8516 Fax Number,https://www.graysonsubaru.com/service/appointment?sd_referrerpage=www.subaru%3Afind%3Aa-retailer&sd_referrercta=Schedule+Service,,,,,,VT,Subaru,,,,,,Browserbase_OEM_Subaru,"REP_FILL_IN: city, contact_name, contact_title, contact_email, new_inventory_count, estimated_vehicles_sold | Confidence: low",70
Phone Number (865) 910-8516,,,,,,,VT,Subaru,,,,,,Browserbase_OEM_Subaru,"REP_FILL_IN: website_url, city, contact_name, contact_title, contact_email, new_inventory_count, estimated_vehicles_sold | Confidence: low",40
Phone Number,,,,,,,VT,Subaru,,,,,,Browserbase_OEM_Subaru,"REP_FILL_IN: website_url, city, phone, contact_name, contact_title, contact_email, new_inventory_count, estimated_vehicles_sold | Confidence: low",40
(865) 910-8516,,,,,,,VT,Subaru,,,,,,Browserbase_OEM_Subaru,"REP_FILL_IN: website_url, city, contact_name, contact_title, contact_email, new_inventory_count, estimated_vehicles_sold | Confidence: low",40
1444 Airway Blvd.,https://www.google.com/maps?q=Group+1+Subaru+El+Paso+79925&sd_referrerpage=www.subaru%3Afind%3Aa-retailer&sd_referrercta=Get+Directions,,,,,El Paso,TX,Subaru,,,,,,Browserbase_OEM_Subaru,"REP_FILL_IN: phone, contact_name, contact_title, contact_email, new_inventory_count, estimated_vehicles_sold | Confidence: low",80
1444 Airway Blvd.,,,,,,,NH,Subaru,,,,,,Browserbase_OEM_Subaru,"REP_FILL_IN: website_url, city, phone, contact_name, contact_title, contact_email, new_inventory_count, estimated_vehicles_sold | Confidence: low",40
"El Paso, TX 79925",,,,,,El Paso,TX,Subaru,,,,,,Browserbase_OEM_Subaru,"REP_FILL_IN: website_url, phone, contact_name, contact_title, contact_email, new_inventory_count, estimated_vehicles_sold | Confidence: low",55
41 Miles,,,,,,,NH,Subaru,,,,,,Browserbase_OEM_Subaru,"REP_FILL_IN: website_url, city, phone, contact_name, contact_title, contact_email, new_inventory_count, estimated_vehicles_sold | Confidence: low",40
Get Directions,https://www.google.com/maps?q=Group+1+Subaru+El+Paso+79925&sd_referrerpage=www.subaru%3Afind%3Aa-retailer&sd_referrercta=Get+Directions,,,,,,NH,Subaru,,,,,,Browserbase_OEM_Subaru,"REP_FILL_IN: city, phone, contact_name, contact_title, contact_email, new_inventory_count, estimated_vehicles_sold | Confidence: low",65
View Inventory,https://group1subaruelpaso.com/new-inventory/index?sd_referrerpage=www.subaru%3Afind%3Aa-retailer&sd_referrercta=View+Inventory,,,,,,NH,Subaru,,,,,,Browserbase_OEM_Subaru,"REP_FILL_IN: city, phone, contact_name, contact_title, contact_email, new_inventory_count, estimated_vehicles_sold | Confidence: low",70
Visit Website,https://group1subaruelpaso.com/?sd_referrerpage=www.subaru%3Afind%3Aa-retailer&sd_referrercta=Visit+Website,,,,,,NH,Subaru,,,,,,Browserbase_OEM_Subaru,"REP_FILL_IN: city, phone, contact_name, contact_title, contact_email, new_inventory_count, estimated_vehicles_sold | Confidence: low",70
Contact and Services,https://group1subaruelpaso.com/service/appointment?sd_referrerpage=www.subaru%3Afind%3Aa-retailer&sd_referrercta=Schedule+Service,,,,,,NH,Subaru,,,,,,Browserbase_OEM_Subaru,"REP_FILL_IN: city, phone, contact_name, contact_title, contact_email, new_inventory_count, estimated_vehicles_sold | Confidence: low",70
Contact Phone Number (915) 955-6027 Fax Number,https://group1subaruelpaso.com/service/appointment?sd_referrerpage=www.subaru%3Afind%3Aa-retailer&sd_referrercta=Schedule+Service,,,,,,NH,Subaru,,,,,,Browserbase_OEM_Subaru,"REP_FILL_IN: city, contact_name, contact_title, contact_email, new_inventory_count, estimated_vehicles_sold | Confidence: low",70
Contact,,,,,,,NH,Subaru,,,,,,Browserbase_OEM_Subaru,"REP_FILL_IN: website_url, city, phone, contact_name, contact_title, contact_email, new_inventory_count, estimated_vehicles_sold | Confidence: low",40
Phone Number (915) 955-6027 Fax Number,https://group1subaruelpaso.com/service/appointment?sd_referrerpage=www.subaru%3Afind%3Aa-retailer&sd_referrercta=Schedule+Service,,,,,,NH,Subaru,,,,,,Browserbase_OEM_Subaru,"REP_FILL_IN: city, contact_name, contact_title, contact_email, new_inventory_count, estimated_vehicles_sold | Confidence: low",70
Phone Number (915) 955-6027,,,,,,,NH,Subaru,,,,,,Browserbase_OEM_Subaru,"REP_FILL_IN: website_url, city, contact_name, contact_title, contact_email, new_inventory_count, estimated_vehicles_sold | Confidence: low",40
Phone Number,,,,,,,NH,Subaru,,,,,,Browserbase_OEM_Subaru,"REP_FILL_IN: website_url, city, phone, contact_name, contact_title, contact_email, new_inventory_count, estimated_vehicles_sold | Confidence: low",40
(915) 955-6027,,,,,,,NH,Subaru,,,,,,Browserbase_OEM_Subaru,"REP_FILL_IN: website_url, city, contact_name, contact_title, contact_email, new_inventory_count, estimated_vehicles_sold | Confidence: low",40
1080 Motor City Dr,,,,,,,ME,Subaru,,,,,,Browserbase_OEM_Subaru,"REP_FILL_IN: website_url, city, phone, contact_name, contact_title, contact_email, new_inventory_count, estimated_vehicles_sold | Confidence: low",40
7 Miles,,,,,,,ME,Subaru,,,,,,Browserbase_OEM_Subaru,"REP_FILL_IN: website_url, city, phone, contact_name, contact_title, contact_email, new_inventory_count, estimated_vehicles_sold | Confidence: low",40
Get Directions,https://www.google.com/maps?q=Heuberger+Subaru+80905&sd_referrerpage=www.subaru%3Afind%3Aa-retailer&sd_referrercta=Get+Directions,,,,,,ME,Subaru,,,,,,Browserbase_OEM_Subaru,"REP_FILL_IN: city, phone, contact_name, contact_title, contact_email, new_inventory_count, estimated_vehicles_sold | Confidence: low",65
View Inventory,https://bestbuysubaru.com/new-inventory/index?sd_referrerpage=www.subaru%3Afind%3Aa-retailer&sd_referrercta=View+Inventory,,,,,,ME,Subaru,,,,,,Browserbase_OEM_Subaru,"REP_FILL_IN: city, phone, contact_name, contact_title, contact_email, new_inventory_count, estimated_vehicles_sold | Confidence: low",70
Visit Website,https://bestbuysubaru.com/?sd_referrerpage=www.subaru%3Afind%3Aa-retailer&sd_referrercta=Visit+Website,,,,,,ME,Subaru,,,,,,Browserbase_OEM_Subaru,"REP_FILL_IN: city, phone, contact_name, contact_title, contact_email, new_inventory_count, estimated_vehicles_sold | Confidence: low",70
Contact and Services,https://bestbuysubaru.com/service/appointment?sd_referrerpage=www.subaru%3Afind%3Aa-retailer&sd_referrercta=Schedule+Service,,,,,,ME,Subaru,,,,,,Browserbase_OEM_Subaru,"REP_FILL_IN: city, phone, contact_name, contact_title, contact_email, new_inventory_count, estimated_vehicles_sold | Confidence: low",70
Contact Phone Number (719) 999-0339 Fax Number,https://bestbuysubaru.com/service/appointment?sd_referrerpage=www.subaru%3Afind%3Aa-retailer&sd_referrercta=Schedule+Service,,,,,,ME,Subaru,,,,,,Browserbase_OEM_Subaru,"REP_FILL_IN: city, contact_name, contact_title, contact_email, new_inventory_count, estimated_vehicles_sold | Confidence: low",70
Contact,,,,,,,ME,Subaru,,,,,,Browserbase_OEM_Subaru,"REP_FILL_IN: website_url, city, phone, contact_name, contact_title, contact_email, new_inventory_count, estimated_vehicles_sold | Confidence: low",40
Phone Number (719) 999-0339 Fax Number,https://bestbuysubaru.com/service/appointment?sd_referrerpage=www.subaru%3Afind%3Aa-retailer&sd_referrercta=Schedule+Service,,,,,,ME,Subaru,,,,,,Browserbase_OEM_Subaru,"REP_FILL_IN: city, contact_name, contact_title, contact_email, new_inventory_count, estimated_vehicles_sold | Confidence: low",70
Phone Number (719) 999-0339,,,,,,,ME,Subaru,,,,,,Browserbase_OEM_Subaru,"REP_FILL_IN: website_url, city, contact_name, contact_title, contact_email, new_inventory_count, estimated_vehicles_sold | Confidence: low",40
Phone Number,,,,,,,ME,Subaru,,,,,,Browserbase_OEM_Subaru,"REP_FILL_IN: website_url, city, phone, contact_name, contact_title, contact_email, new_inventory_count, estimated_vehicles_sold | Confidence: low",40
(719) 999-0339,,,,,,,ME,Subaru,,,,,,Browserbase_OEM_Subaru,"REP_FILL_IN: website_url, city, contact_name, contact_title, contact_email, new_inventory_count, estimated_vehicles_sold | Confidence: low",40
COCONUT CREEK MAZDA,https://www.google.com/maps/search/?api=1&query=COCONUT+CREEK+MAZDA%2C+4101+W.+Sample+Road%2C+Coconut+Creek%2C+FL+33073),,,,,Sample Road Coconut Creek,FL,Mazda,,,,,,Browserbase_OEM_Mazda,"REP_FILL_IN: contact_name, contact_title, contact_email, new_inventory_count, estimated_vehicles_sold | Confidence: low",80
GUNTHER MAZDA,https://www.google.com/maps/search/?api=1&query=GUNTHER+MAZDA%2C+1800+South+Sr+7%2C+Fort+Lauderdale%2C+FL+33317),,,,,Fort Lauderdale,FL,Mazda,,,,,,Browserbase_OEM_Mazda,"REP_FILL_IN: contact_name, contact_title, contact_email, new_inventory_count, estimated_vehicles_sold | Confidence: low",80
DELRAY MAZDA,https://www.google.com/maps/search/?api=1&query=DELRAY+MAZDA%2C+2001+South+Federal+Highway%2C+Delray+Beach%2C+FL+33483),,,,,South Federal Highway Delray Beach,FL,Mazda,,,,,,Browserbase_OEM_Mazda,"REP_FILL_IN: contact_name, contact_title, contact_email, new_inventory_count, estimated_vehicles_sold | Confidence: low",80
BRICKELL MAZDA,https://www.google.com/maps/search/?api=1&query=BRICKELL+MAZDA%2C+618+Southwest+8Th+Street%2C+Miami%2C+FL+33130),,,,,Th Street Miami,FL,Mazda,,,,,,Browserbase_OEM_Mazda,"REP_FILL_IN: contact_name, contact_title, contact_email, new_inventory_count, estimated_vehicles_sold | Confidence: low",80
SOUTHERN PALMS MAZDA,https://www.google.com/maps/search/?api=1&query=SOUTHERN+PALMS+MAZDA%2C+9305+Southern+Boulevard%2C+Royal+Palm+Beach%2C+FL+33411),,,,,Southern Boulevard Royal Palm Beach,FL,Mazda,,,,,,Browserbase_OEM_Mazda,"REP_FILL_IN: contact_name, contact_title, contact_email, new_inventory_count, estimated_vehicles_sold | Confidence: low",80
OCEAN MAZDA,https://www.google.com/maps/search/?api=1&query=OCEAN+MAZDA%2C+9675+Northwest+12Th+Street%2C+Doral%2C+FL+33172),,,,,Th Street Doral,FL,Mazda,,,,,,Browserbase_OEM_Mazda,"REP_FILL_IN: contact_name, contact_title, contact_email, new_inventory_count, estimated_vehicles_sold | Confidence: low",80
MAZDA OF PALM BEACH,https://www.google.com/maps/search/?api=1&query=MAZDA+OF+PALM+BEACH%2C+2677+Northlake+Boulevard%2C+North+Palm+Beach%2C+FL+33403),,,,,Northlake Boulevard North Palm Beach,FL,Mazda,,,,,,Browserbase_OEM_Mazda,"REP_FILL_IN: contact_name, contact_title, contact_email, new_inventory_count, estimated_vehicles_sold | Confidence: low",80
[1]Showroom,,,,,,,DE,Mazda,,,,,,Browserbase_OEM_Mazda,"REP_FILL_IN: website_url, city, phone, contact_name, contact_title, contact_email, new_inventory_count, estimated_vehicles_sold | Confidence: low",40
TURNERSVILLE MAZDA,https://www.google.com/maps/search/?api=1&query=TURNERSVILLE+MAZDA%2C+3000+Route+42%2C+Sicklerville%2C+NJ+08081),,,,,Sicklerville,NJ,Mazda,,,,,,Browserbase_OEM_Mazda,"REP_FILL_IN: contact_name, contact_title, contact_email, new_inventory_count, estimated_vehicles_sold | Confidence: low",80
[1]Showroom,,,,,,,MD,Mazda,,,,,,Browserbase_OEM_Mazda,"REP_FILL_IN: website_url, city, phone, contact_name, contact_title, contact_email, new_inventory_count, estimated_vehicles_sold | Confidence: low",40
INDEPENDENCE MAZDA,https://www.google.com/maps/search/?api=1&query=INDEPENDENCE+MAZDA%2C+6735+E.+Independence+Blvd%2C+Charlotte%2C+NC+28212),,,,,Independence Blvd Charlotte,NC,Mazda,,,,,,Browserbase_OEM_Mazda,"REP_FILL_IN: contact_name, contact_title, contact_email, new_inventory_count, estimated_vehicles_sold | Confidence: low",80
MAZDA OF SOUTH CHARLOTTE,https://www.google.com/maps/search/?api=1&query=MAZDA+OF+SOUTH+CHARLOTTE%2C+10515+Cadillac+Street%2C+Pineville%2C+NC+28134),,,,,Cadillac Street Pineville,NC,Mazda,,,,,,Browserbase_OEM_Mazda,"REP_FILL_IN: contact_name, contact_title, contact_email, new_inventory_count, estimated_vehicles_sold | Confidence: low",80
MAZDA OF GASTONIA,https://www.google.com/maps/search/?api=1&query=MAZDA+OF+GASTONIA%2C+4811+Wilkinson+Boulevard%2C+Gastonia%2C+NC+28056),,,,,Wilkinson Boulevard Gastonia,NC,Mazda,,,,,,Browserbase_OEM_Mazda,"REP_FILL_IN: contact_name, contact_title, contact_email, new_inventory_count, estimated_vehicles_sold | Confidence: low",80
KEFFER MAZDA,https://www.google.com/maps/search/?api=1&query=KEFFER+MAZDA%2C+13307+Statesville+Road%2C+Huntersville%2C+NC+28078),,,,,Statesville Road Huntersville,NC,Mazda,,,,,,Browserbase_OEM_Mazda,"REP_FILL_IN: contact_name, contact_title, contact_email, new_inventory_count, estimated_vehicles_sold | Confidence: low",80
[1]Showroom,,,,,,,PA,Mazda,,,,,,Browserbase_OEM_Mazda,"REP_FILL_IN: website_url, city, phone, contact_name, contact_title, contact_email, new_inventory_count, estimated_vehicles_sold | Confidence: low",40
RUSS DARROW GREENFIELD MAZDA,https://www.google.com/maps/search/?api=1&query=RUSS+DARROW+GREENFIELD+MAZDA%2C+3520+South+108Th+Street%2C+Greenfield%2C+WI+53228),,,,,Th Street Greenfield,WI,Mazda,,,,,,Browserbase_OEM_Mazda,"REP_FILL_IN: contact_name, contact_title, contact_email, new_inventory_count, estimated_vehicles_sold | Confidence: low",80
HALL MAZDA,https://www.google.com/maps/search/?api=1&query=HALL+MAZDA%2C+19809+W.+Bluemound+Road%2C+Brookfield%2C+WI+53045),,,,,Bluemound Road Brookfield,WI,Mazda,,,,,,Browserbase_OEM_Mazda,"REP_FILL_IN: contact_name, contact_title, contact_email, new_inventory_count, estimated_vehicles_sold | Confidence: low",80
RUSS DARROW METRO MAZDA,https://www.google.com/maps/search/?api=1&query=RUSS+DARROW+METRO+MAZDA%2C+11330+W.+Metro+Auto+Mall%2C+Milwaukee%2C+WI+53224),,,,,Metro Auto Mall Milwaukee,WI,Mazda,,,,,,Browserbase_OEM_Mazda,"REP_FILL_IN: contact_name, contact_title, contact_email, new_inventory_count, estimated_vehicles_sold | Confidence: low",80
FRANK BOUCHER MAZDA RACINE,https://www.google.com/maps/search/?api=1&query=FRANK+BOUCHER+MAZDA+RACINE%2C+9601+Washington+Avenue+#300%2C+Racine%2C+WI+53406),,,,,Racine,WI,Mazda,,,,,,Browserbase_OEM_Mazda,"REP_FILL_IN: contact_name, contact_title, contact_email, new_inventory_count, estimated_vehicles_sold | Confidence: low",80
[1]Showroom,,,,,,,VT,Mazda,,,,,,Browserbase_OEM_Mazda,"REP_FILL_IN: website_url, city, phone, contact_name, contact_title, contact_email, new_inventory_count, estimated_vehicles_sold | Confidence: low",40
SUBURBAN MAZDA OF TROY,https://www.google.com/maps/search/?api=1&query=SUBURBAN+MAZDA+OF+TROY%2C+1794+Maplelawn+Dr%2C+Troy%2C+MI+48084),,,,,Maplelawn Dr Troy,MI,Mazda,,,,,,Browserbase_OEM_Mazda,"REP_FILL_IN: contact_name, contact_title, contact_email, new_inventory_count, estimated_vehicles_sold | Confidence: low",80
LAFONTAINE MAZDA OF LIVONIA,https://www.google.com/maps/search/?api=1&query=LAFONTAINE+MAZDA+OF+LIVONIA%2C+34601+Plymouth+Rd%2C+Livonia%2C+MI+48150),,,,,Plymouth Rd Livonia,MI,Mazda,,,,,,Browserbase_OEM_Mazda,"REP_FILL_IN: contact_name, contact_title, contact_email, new_inventory_count, estimated_vehicles_sold | Confidence: low",80
SUBURBAN MAZDA OF FARMINGTON H,https://www.google.com/maps/search/?api=1&query=SUBURBAN+MAZDA+OF+FARMINGTON+H%2C+37911+Grand+River+Ave%2C+Farmington+Hills%2C+MI+48335),,,,,Grand River Ave Farmington Hills,MI,Mazda,,,,,,Browserbase_OEM_Mazda,"REP_FILL_IN: contact_name, contact_title, contact_email, new_inventory_count, estimated_vehicles_sold | Confidence: low",80
